STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,COMMENT_OBS,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ABW,Aruba,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,19.239637394705404,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AFG,Afghanistan,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,10741.024224826564,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AGO,Angola,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1224126.4667523156,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AIA,Anguilla,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,69.88141167783527,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALA,Aland Islands,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,2582.830752175983,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ALB,Albania,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,16472.161126479325,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AND,Andorra,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,120.08239906931207,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARE,United Arab Emirates,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,595.952972827588,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARG,Argentina,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1107734.5763674572,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ARM,Armenia,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,12255.932624601835,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ATG,Antigua and Barbuda,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,361.5560507197222,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUS,Australia,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1600600.1881113003,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AUT,Austria,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,36316.52719808879,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,AZE,Azerbaijan,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,30269.88231793324,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BDI,Burundi,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,16374.254615482509,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEL,Belgium,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,41686.744018450096,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BEN,Benin,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,181408.3927169858,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BES,Bonaire (Neth.),WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,270.1828685986544,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BFA,Burkina Faso,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,142766.3771447885,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGD,Bangladesh,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,317861.62089954654,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BGR,Bulgaria,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,106350.80163455376,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHR,Bahrain,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,62.25233474110888,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BHS,"Bahamas, The",WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,6316.429728394232,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BIH,Bosnia and Herzegovina,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,53275.53914975826,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLM,Saint-Barth̩lemy (Fr.),WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,2.565387982099609,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLR,Belarus,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,963615.69739024,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BLZ,Belize,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,18602.439411632604,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BOL,Bolivia,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,617222.4717136502,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRA,Brazil,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,8062335.574614596,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRB,Barbados,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,376.6948984367719,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BRN,Brunei Darussalam,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,7531.551074146797,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BTN,Bhutan,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,28220.58000733569,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,BWA,Botswana,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,13303.412880587748,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAF,Central African Republic,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,482448.6377591534,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CAN,Canada,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,16965178.684733234,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHE,Switzerland,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,15072.47248892416,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHL,Chile,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,731818.6204161296,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CHN,China,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,6689626.495746841,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CIV,Cote d'Ivoire,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,881678.4857855904,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CMR,Cameroon,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,351062.8136033082,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COD,"Congo, Dem. Rep.",WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1591178.5389131473,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COG,"Congo, Rep.",WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,113139.3840458806,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COL,Colombia,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1085199.3749955469,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,COM,Comoros,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,81.7742828412793,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CRI,Costa Rica,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,57877.19638542544,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUB,Cuba,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,164350.80909144477,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CUW,Curacao,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,175.9189116600379,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYM,Cayman Islands,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,496.9333633207341,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CYP,Cyprus,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,3222.1907097990024,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,77299.75420447433,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DEU,Germany,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,342762.1298787168,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,DJI,Djibouti,WRI_GFW_TREE_COVER_GAIN,Tree cover gain (20 year cummulative),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,HA,Hectares,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2020,1.430199991096463,WRI_GFW,Global Forest Watch,0,Units,NUMBER,Number (real number),602,CCYY,This indicator is aggregated over time from the source. TIME_PERIOD refers to the last date of the period covering 2000 - 2023,A,Normal value,PU,Public
